  1.4200000e+002  1.7000000e+001 -1.3197936e+000
  2.3700000e+002  4.5000000e+001 -2.0241350e+000
  1.3900000e+002  1.7300000e+002 -2.3497430e+000
  1.0100000e+002  1.9000000e+001 -5.7907427e-001
  4.8000000e+001  7.7000000e+001 -2.9639965e+000
  1.8700000e+002  2.2400000e+002 -2.2264920e+000
  1.7400000e+002  4.0000000e+001  1.4559197e+000
  2.8200000e+002  1.0600000e+002 -2.5899377e+000
  3.0400000e+002  7.8000000e+001 -2.7305281e+000
  2.9200000e+002  7.3000000e+001 -2.5806918e+000
  1.3600000e+002  5.5000000e+001 -2.2679885e-001
  5.7000000e+001  5.6000000e+001  1.5264933e-001
  1.6600000e+002  6.4000000e+001  1.0571903e+000
  8.9000000e+001  1.0800000e+002 -2.4598220e+000
  2.5200000e+002  2.0700000e+002 -2.3715779e+000
  3.0400000e+002  1.1400000e+002 -2.9269998e+000
  1.0600000e+002  8.9000000e+001  5.7004046e-001
  1.9000000e+001  1.0200000e+002  4.6364761e-001
  2.5000000e+002  1.4600000e+002 -2.5127964e+000
  9.8000000e+001  2.0600000e+002 -2.1224513e+000
  2.8200000e+002  1.1500000e+002  3.7829399e-001
  2.9900000e+002  1.5900000e+002 -2.8430937e+000
  3.0400000e+002  1.2100000e+002  1.4743226e+000
  6.2000000e+001  2.0700000e+002 -2.1498706e+000
  2.1600000e+002  2.2300000e+002 -2.2355708e+000
  2.0200000e+002  2.2400000e+002 -2.2878081e+000
  9.0000000e+001  1.4600000e+002 -2.3683890e+000
  9.2000000e+001  1.4600000e+002  1.2722974e+000
  9.1000000e+001  1.4800000e+002  4.7674730e-001
  1.4200000e+002  1.7000000e+001  1.0000000e+000
  1.4100000e+002  1.7000000e+001  1.0000000e+000
  1.4000000e+002  1.7000000e+001  1.0000000e+000
  1.3900000e+002  1.7000000e+001  1.0000000e+000
  1.3800000e+002  1.7000000e+001  1.0000000e+000
  1.3700000e+002  1.8000000e+001  1.0000000e+000
  1.3600000e+002  1.8000000e+001  1.0000000e+000
  1.3500000e+002  1.9000000e+001  1.0000000e+000
  1.3400000e+002  1.9000000e+001  1.0000000e+000
  1.3300000e+002  2.0000000e+001  1.0000000e+000
  1.3200000e+002  2.0000000e+001  1.0000000e+000
  1.3100000e+002  2.1000000e+001  1.0000000e+000
